LOTOCV_bladder	LOTOCV_bonemarrow	LOTOCV_brain	LOTOCV_breast	LOTOCV_colonsigmoid	LOTOCV_colontransverse	LOTOCV_heart	LOTOCV_hypothalamus	LOTOCV_kidney	LOTOCV_liver	LOTOCV_lung	LOTOCV_lymphnodes	LOTOCV_ovary	LOTOCV_pancreas	LOTOCV_prostate	LOTOCV_skin	LOTOCV_stomach	LOTOCV_testis	LOTOCV_adrenal.gland	LOTOCV_aorta	LOTOCV_spleen	LOTOCV_large.intestine	LOTOCV_small.intestine	LOTOCV_trachea	LOTOCV_thyroid	LOTOCV_uterus	full.model
chr12:63686000-63688000	0.0565350403834328	0.0410555778536429	0.0352242329634121	0.0382397074907348	0.0580209365809696	0.0334748900105625	0.0337450456707548	0.0552301242405489	0.047075831288546	0.0579885818590632	0.0352400543737781	0.0308186262352309	0.0205464086046445	0.0500485094446552	0.0462907929014538	0.0837617505290548	0.0226521894228251	0.00345219238471781	0.0501490625736492	0.0488691425414342	0.0539696386528376	0.0665461882021315	0.0492115077961492	0.0527138517014551	0.0529497351203959	0.0453961687023031	0.0499035473447783
chr12:72278000-72280000	0	0	0	-0.00581513709011684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12:88578000-88580000	0	0	0	0	0	0	0	0	-0.000240697497492405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12:90096000-90098000	0.0326779316564616	0	0.00615652542042897	0.0191259319043045	0.00636651543892566	0.0142035955499179	0.00105344149906609	0.00906814995496798	0.0200291094663834	0.01874535600982	0	0	0.00473125190832817	0	0.0109762590489402	0.0063854407792943	0	0	0.00480644944993195	0.00683929823908189	0.00690727110800974	0.00257285644471886	0.00489438610992382	0.008123127092233	0.00159148614664677	0.00586679933467122	0.00641142521996638
chr12:95616000-95618000	0	-0.0116209900783679	0	0	-9.5972474695812e-05	-0.00670954606043335	-0.0139504936169122	0	-0.000170565161452947	-0.00435518858718103	0	-0.0128972556668215	0	0	0	-0.00580497014891989	0	0	-0.00298940252146258	-0.00217261222430987	-0.00154922966647214	-0.0033318235106186	-0.00321010346201549	-0.00183752379862181	-0.00217830382038628	-0.00873988735747638	-0.00208020374659609
chr12:106136000-106138000	0	0	-0.00122372005489379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00496099591669849	-0.00737701476770936	0
chr13:20914000-20916000	0	0	0	0	0	0	0	0	0	0.000526390151264754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13:30786000-30788000	0	0	0	0	-0.00711273069221324	0	-0.0103914834962794	-0.0210211701377873	0	0	-0.035784871965649	0	-0.007205834518737	-0.00615829063260658	-0.0110348814543094	0	-0.00758933273601027	-0.000194487586281762	-0.00987958670830113	-0.0128736130865158	-0.0224124058656888	0	-0.00971201624197265	-0.0141897832006071	-0.0187395761185776	-0.00673587419104781	-0.0114499715714108
chr13:33564000-33566000	0.0407265142928337	0.0273686999930729	0.0289366663676958	0	0.00805827690750551	0.0293077923490117	0.0205510492784123	0.0220525746140023	0	0	0	0.0156868680870736	0.028541466897776	0.00584304596728665	0.0233917121398454	0.018035167973097	0	0.00444364787236933	0.0222839825631968	0.0197077746418132	0.024198703009102	0	0.0229530400233729	0.0237158094292509	0.0255215244181097	0.0199498997501103	0.0209322360402517
chr13:33786000-33788000	0	0	0	0	1.86605212390873e-05	0	0	0.00141385757773774	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00738917737230916	0	0	0	0.00653745389111396	0
chr13:52194000-52196000	0.0082285307899075	0	0	0	0	0	0	0.0167256263963776	0.00768924583124885	0	0	0	0	0	0	0	0	0.0110642926148326	0	0	0	0	0	0	0	0	0
chr13:72296000-72298000	-0.0153592430661385	-0.0240288184798035	-0.00457372900116493	0	-0.0138772127545876	-0.0135801117559555	0	-0.00469729822492966	-0.0175338611390987	-0.0203042603550799	-0.0215766772513314	0	0	-0.00600460262378169	-0.0201784874011722	0	0	0	-0.0112127028735177	-0.00914695983595958	-0.0100024432460342	-0.0134313994648126	-0.012370951797758	-0.00589333835300919	-0.00484027280848622	-0.019793427211483	-0.0100599311806994
chr13:73078000-73080000	0.000741901345272653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13:94706000-94708000	0	0	0	0.0020708877588851	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00270452837957823	0	0	0	0	0	0	0	0	0
chr13:99186000-99188000	0.0131135279299857	0	0	0	0	0	0	0	0	0	0	0	0	0.000358719296835615	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13:113142000-113144000	0	0	0.00162525121226354	0	0.00494010905443154	0.0261409807537047	0	0.0279502075673035	0	0	0	0.00283109124338986	0	0.00269676593147431	0	0	0	0	0.00881845418520169	0.00627130025500209	0.0127681198158436	0.00244360235781752	0.00427881210010586	0.0123816398022836	0.00783658332319101	0	0.00921543948274176
chr13:113314000-113316000	0	0	0	0.00426826853332387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13:113412000-113414000	0.00439895763181289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14:22636000-22638000	0	0	0	-0.0184344811326254	0	0	0	0	-0.00132245879447135	0	-0.000810459437465607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14:69936000-69938000	0	0	0	0	0	0	0	0	-0.00727081911952983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14:73538000-73540000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0119990842093759	0	0	0	0	0	0	0	0	0	0
chr14:90972000-90974000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00693816849193442	0	0	0	0	0	0	0	0	0	0
chr14:92922000-92924000	0.0011940994022401	0.03938496974243	0.0516240295888374	0.0108492630594372	0.0305655849635101	0.0389366943963812	0.0159637367769758	0.0256236175610512	0.0200615446958643	0.0212577009040857	0.0542729471553898	0.0197971278363538	0.0329414067110568	0.0443485415141098	0.0228511366902249	0.0307763413331613	0.0229970724090083	0.0160552717414376	0.033598034676342	0.0325989363749941	0.0336136109673609	0.0336180205515549	0.0376988151510442	0.0318974780716934	0.0334160546635684	0.0212884453205912	0.0336829212247955
chr15:20408000-20410000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000866210084262933	0	0	0	0	0	0	0	0	0	0
chr15:28832000-28834000	0	0	-0.0152189582376562	0	0	-0.00175683042135637	0	0	0	0	-0.0264842832317821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0154678256181082	0
chr15:28890000-28892000	0	0	0	0	0	0	0	0	-0.00328502926078537	0	0	0	-0.00489805146321593	0	0	0	0	-0.00212329165083478	0	0	0	0	-0.00368042354217434	0	0	0	0
chr15:30136000-30138000	-0.0056602130668918	-0.0185014199082475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.22132483390964e-05	0	0	0	0	0	0
chr15:55692000-55694000	0	0	0	0	0	0	0	-0.0035033904106958	0	0	-0.0174874627768228	0	0	-0.0011785936060154	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15:62414000-62416000	0.0273627190810223	0.0561118184439705	0.0503328630323553	0.0434489616911697	0.0451912329924475	0.0460728001403421	0.0597465021629804	0.0395167128274553	0.0603356481648916	0.0562715400393055	0.0431309222618731	0.0578215531733808	0.0029255140997665	0.0542324384958041	0.0558104973171608	0.00151143773086326	0.0567468777771694	0.0407488133314393	0.0503358458741865	0.0481053559332861	0.0514190568727221	0.0475382921011638	0.0451785312379282	0.0500869246364738	0.048427870434314	0.0411273548118441	0.0503779016769732
chr15:72094000-72096000	-0.0371987820421896	-0.0223016140233199	-0.0277642553635856	-0.0316916346674562	-0.0244319592160541	-0.0220842745358641	-0.0196664618881879	-0.0106049113851108	-0.0406473349542866	-0.0351064941680231	-0.036776405968715	-0.0272481711777579	-0.0290077478324567	-0.0327866594186364	-0.0259385153181089	-0.0186134015720088	-0.00855337933428546	-0.0189120830307108	-0.0229641640827681	-0.0244573246115822	-0.023564701776562	-0.0206215374438585	-0.0284124007018591	-0.0246770797377562	-0.0252410360307162	-0.0181869956821107	-0.0239398902986376
chr15:78732000-78734000	0	0	0	0	0	0	0	0	-1.19694130609823e-05	0	0	0	-0.000383426500369756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15:83874000-83876000	-0.0134145431427986	-0.000462975559249	-0.014883160073396	-0.00780512732185434	-0.0108200617848154	0	0	-0.00373754884736102	-0.022977056223492	-0.0211882824271908	-0.009361351094298	-0.0261631465095387	-0.0201248391454954	-0.0107765389579308	-0.0104170900383715	-0.00426628298538252	0	-0.0108542302969763	-0.0163217260472375	-0.0133121932868478	-0.0165183685193971	-0.0157417335924105	-0.0122535929916132	-0.0143178330245309	-0.0173827730314467	-0.0121434334924956	-0.0150046223100954
chr15:90372000-90374000	0.00130840441876545	0	0	0	0	0.00510056204855726	0.00426089077134229	0	0	0	0.00277607025849158	0	0	0	0	0.0316948531779404	0.00905258865107149	0	0	0	0	0	0	0	0	0	0
chr15:101970000-101972000	0	-0.00949116488641627	-0.0113238824693315	-0.00842878837496377	-0.00796726496244292	-3.97401350815106e-05	-0.00666074303076295	-0.010270509101738	-0.00103943672343575	-0.00586009262354585	0	-0.000188059383705505	-0.01841746383203	-0.00261880335381734	0	-0.0123603797645392	-0.00279807069579384	0	-0.00188896691758742	-0.0037333328007939	-0.00247012213846714	-0.0106966737983697	-0.00357073036351753	-0.00354979521375343	-0.00175429973052632	-0.000290018606561648	-0.0023647611990105
chr15:101974000-101976000	-0.00606124119159085	-0.000796735491155453	0	-0.0337927153058689	0	-0.00295503603371708	0	0	0	0	0	0	0	0	0	-0.0312088154928774	0	0	0	0	0	0	0	0	0	-0.00116105801385784	0
chr15:101980000-101982000	-0.0132060775408397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:948000-950000	0.011256834047887	0.0319482153104818	0.0358484841562271	0.036128908046766	0.0278029592490391	0.039640935614156	0.0375061379914133	0.0434839916234911	0.0241432367532383	0.0185918704050147	0.0476133692036002	0.0324290284682643	0.0437901918427165	0.0409075517954208	0.0282089727025118	0.0141912633611317	0.0365937270358171	0.00538962273175375	0.0323327157472413	0.0320683933393533	0.0320453658547989	0.0292893569138719	0.027682697698046	0.0347161913026271	0.0309446671132728	0.0301501887127517	0.0320296370915436
chr16:1154000-1156000	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00412671387060297	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:2340000-2342000	0	0	0	0	0	0	0	0	0.0073277204731902	0	0	0	0	0	0	0	0.00667914266938606	0	0	0	0	0	0	0	0	0	0
chr16:8728000-8730000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000197905609555643	0	0	0	0	0	0	0	0	0
chr16:9090000-9092000	0.000770822340397731	0	0	0	0	0	0	0	0	0	0	0	0.000889218574983219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:15022000-15024000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00767540585708263	0	0	0	0	0	0	0	0	0	0	0
chr16:18752000-18754000	0	0	0	0	0	0	0	0	0	0	0	0	-0.00342137212621096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:28414000-28416000	-0.151045421551878	-0.170869515626919	-0.162268441798062	-0.200065808511497	-0.194326953028193	-0.183467562478134	-0.17281534847602	-0.196214231520453	-0.181443075235981	-0.16382210196474	-0.214143158201101	-0.181612243178375	-0.20507319708155	-0.209380140910263	-0.201319767799842	-0.176658618078448	-0.192158113347561	-0.166801286883162	-0.184800335342344	-0.182719734320911	-0.190343778386475	-0.178720538579323	-0.179323907687253	-0.182540974380213	-0.17951460666698	-0.181819433656712	-0.183998974240809
chr16:47142000-47144000	0	0.00725279271129891	0	0	0.001124919061659	0	0	0	0.0118776986762815	0	0.000314330706555712	0.00875353648298996	0	0.0015118558716307	0	0	0.00395211267326189	0	0	0	0	0	0	0	0	0	0
chr16:51148000-51150000	-0.0211897499870112	-0.0150657637146689	-0.0111725074614746	0	-0.0198926215199055	-0.0150241805413537	-0.0348486187014638	-0.0110059972812874	-0.027562720678958	-0.0230112834391438	-0.00748099373590821	-0.0106013216344411	-0.0147378774090829	-0.00445327954440875	-0.0237209674981196	-0.0324380179692004	-0.0318669428342141	-0.0174077666133012	-0.0158064076680835	-0.0156302132488793	-0.0159387834890004	-0.0227073472396338	-0.0171023280095067	-0.0176607955846726	-0.0117522511915877	0	-0.0155515316333116
chr16:51152000-51154000	0	0	-0.00744453520749006	0	0	0	0	-0.00961956340254767	0	0	0	0	-0.000812782082602392	0	0	0	0	0	0	0	0	-0.0012835546350702	0	0	0	0	0
chr16:55762000-55764000	-0.0407762356069659	-0.0510713269725962	-0.0551693321434898	-0.0441262401049907	-0.0522520927794574	-0.0359115483112947	-0.0466523141821964	-0.0514951185782195	-0.0365153486876577	-0.0630437662688785	-0.055811776263828	-0.0413834391972408	-0.0684918035736917	-0.0543644628365855	-0.0401093450600903	-0.0562894537609467	-0.0536927914114282	-0.0413034899029048	-0.0435684483861932	-0.0443602009202258	-0.0362711280735074	-0.0334760172663748	-0.0473769966528245	-0.0424182105690023	-0.0414803358240351	-0.0573274719825452	-0.0435892916610755
chr16:55764000-55766000	-0.0104583765863286	-0.0225357238735556	-0.0203763753998528	-0.0140990495859071	-0.0144885780437178	-0.0400512830061405	-0.0173114561229698	-0.033374991138919	-0.0165549470402966	-0.0111725241024575	-0.0380244055215253	-0.0287962864537079	0	-0.0133974562928529	-0.026151003158975	-0.0144658546360129	-0.0371933556054917	0	-0.0247925990841146	-0.0249226199030876	-0.0319673858194626	-0.0149386257402305	-0.0217873691995787	-0.0196165129670898	-0.0231622706243109	-0.0214903882344237	-0.0249104145844282
chr16:55766000-55768000	-0.0269705868585618	-0.0274820577514619	-0.0475272088720599	-0.0443069957867121	-0.0502431951617744	-0.0457963623139207	-0.0355013001726528	-0.0549498577461891	-0.0509550764068874	-0.0679572124606731	-0.0365701740734643	-0.056971892629505	-0.0263280392632837	-0.0431699243230617	-0.0594709871081991	-0.0432366745990527	-0.0399790669067135	-0.0641968486473022	-0.0529697149776044	-0.0525100087619759	-0.0503298372635627	-0.0630239399605682	-0.0404036600664371	-0.049225531238771	-0.0505161439357589	-0.0508805530103251	-0.0517509257203599
chr16:55770000-55772000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00254412953615004	0	0	0	0	0	0	0	0	0	0	0
chr16:55772000-55774000	-0.0499480253691588	0	0	0	-0.0113145124559804	0	-0.00516815644697872	-0.00417005473086687	-0.0242122997008186	-0.0127689262082336	-0.0408328729670423	0	-0.015492623929067	-0.00350933852244006	-0.000640847900515413	0	0	-0.0246887848895321	-0.0161792872851716	-0.0145592816595716	-0.015122717340044	-0.00638470879079667	-0.0088261414577056	-0.0147560119642711	-0.0168731440881507	-0.0201066510118101	-0.0163109144630232
chr16:55782000-55784000	-0.0267283166707669	0	-0.011676535487827	-0.0585322544797477	-0.00398937592753735	-0.0129946892417289	-0.0191388160726632	0	-0.0140631495787349	0	-0.00158608359975117	-0.0181201890050659	0	-0.0157979493683877	-0.0123860687320557	-0.0307593547687995	-0.0136858950453708	-0.00393272640771559	-0.00360302744251373	-0.0058783772324862	-0.00391582310198513	-0.00285681046161933	-0.015390430642227	-0.0100908774960917	-0.00901264920162893	0	-0.00482956663957349
chr16:55784000-55786000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00630148114912712	0	0	0	0	0	0	0	0	0
chr16:55788000-55790000	-0.00762784793662811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:57292000-57294000	0.000216212522428438	0.0136677916259961	0.00642752096455442	0	0	0	0.0146408230401532	0.00157327450449902	0	0.0154156334595737	0.0178928105058735	0.00441649714322014	0.0170696817417786	0.00905822295906408	0	0	0.0148205338682671	0.0119520814489931	0.00926416243909694	0.00890432047223274	0.00909412417858483	0.0101840274800368	0.011566117152202	0.00792688252274663	0.012370986453662	2.16819786050739e-05	0.00895536359100498
chr16:69944000-69946000	0	0	0	-0.000415172097095214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69954000-69956000	0	0	0	-0.0234987939174293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:74396000-74398000	0	0	0	0	0	0	0	-0.0108857984518129	0	0	0	-0.00309587876901194	0	-0.00401922432515794	0	0	-0.0420696477356452	0	0	0	0	0	0	0	0	-0.00334098841046924	0
chr16:83222000-83224000	0	0	0	0	0	0	0	0.000613718009670561	0	0.012162840353484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88080000-88082000	0.0801121918510064	0.0645882739322183	0.0630882197655033	0.0761726494086652	0.054913362689122	0.063657017654137	0.0544748651334865	0.0370102905845563	0.0449737052894863	0.041443381865207	0.0345442226262315	0.0535029899607983	0.0524521325029899	0.0583349647183336	0.0667106336090678	0.0306461907487756	0.0211055332304257	0.030458784143932	0.0515327069793541	0.0519091780338911	0.0472365188611374	0.0528179157527059	0.0508429016750602	0.0529720919783986	0.0580080230915417	0.0552535063742303	0.0520595466861458
chr16:88088000-88090000	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00661588410507659	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17:72000-74000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00865442421830968	0	0	0	0	0	0	0	0	0
chr17:820000-822000	-0.0482353793400466	-0.0157053706467272	-0.0101140736194385	-0.0394800411250073	-0.0154777982956477	-0.0129782784530794	-0.0136954919242614	0	-0.022451022695656	-0.0173633131119206	-0.000895626667679995	-0.0152275466801358	-0.032274484940657	-0.017411131596639	-0.0102343400406331	0	0	-0.0246944624690469	-0.0180893226548286	-0.019522487607465	-0.019468152010867	-0.0224797604264893	-0.0122974218254671	-0.0212486136479478	-0.0129312805177685	-0.0167805540413255	-0.0187602296804753
chr17:898000-900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0123737816518285	0	0	0	0	0	0	0	0	0
chr17:27210000-27212000	0	0	0	0	0	-0.0020932916348812	0	0	0	0	0	0	-0.00301373389968979	0	0	0	-0.0182873650441943	0	0	0	0	0	0	0	0	0	0
chr17:30666000-30668000	0	-0.00565182828291383	0	0	0	0	-0.00050744839538924	0	0	0	0	-7.61218129527334e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17:36166000-36168000	-0.00990093831488022	-0.00905872064735858	-0.0108889995485989	-0.00306954333523373	-0.00651834755520043	-0.000140497980882751	-2.98694048848214e-05	-0.00167139623609983	-0.0128102000216734	-0.0148827073111563	0	0	0	-0.00361708502266687	-0.0277050899141483	0	0	-0.0125241008420329	-0.00759180475050691	-0.00939355950557313	-0.00542050347755271	-0.00813607262122187	-0.00969571387013939	-0.00399987798362344	-0.00132051355960984	-0.00895978290825218	-0.00778770426675265
chr17:44570000-44572000	0.0186781413670892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17:45578000-45580000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00531363409216779	0	0	0	0	0	0	0	0	0
chr17:46492000-46494000	0.0285854713005136	0	0	0.0137769144442112	0.00564420699347196	0.0149114914147972	7.80963845418367e-05	0.00800092264264713	0.0137980530261169	0	0	0.0184170825936056	0.0185075279312842	0.00452684632228766	0.000654613557037592	0.00901433108469032	0	0.0230712298406133	0.00249467333318889	0.0019458281351719	0.00530519260208788	0	0.00603258739655974	0.00240752665142639	0.00101986540385688	0	0.00196379077642924
chr17:46500000-46502000	0.0257841976595439	0.0742241422121669	0.0609155386826959	0.0373121015127913	0.0540642290038937	0.0479504153743106	0.0808128651307794	0.0778293486611762	0.0692500225649763	0.0449265402902665	0.0738877810068243	0.0648464401622965	0.0656002327845941	0.0582194967177322	0.0780079993315189	0.0635990938172219	0.0271539860644683	0.0735513688463969	0.0683961010914406	0.0693677323821858	0.0636820406325379	0.0685812357343349	0.0661717686836642	0.0690623284519509	0.0700648812079696	0.0715356552872915	0.0689551488376544
chr17:57610000-57612000	-0.0580671536185795	-0.0507189227150648	-0.0544198081112753	-0.049522524300025	-0.0514482668578942	-0.0706351611221119	-0.0679195338905331	-0.0636503282676183	-0.0548220413728165	-0.0521158240920808	-0.0468221746737849	-0.0593479866331638	-0.0283685127612511	-0.0523665026902057	-0.0520674350143585	-0.0466058984002109	-0.0459150316827173	-0.0620097471206128	-0.0560236670555436	-0.0563689457595992	-0.0537567760655638	-0.052907577414254	-0.0541937509316869	-0.0526405121433581	-0.0585512780353912	-0.0453602563495298	-0.0550817024498646
chr17:74570000-74572000	0.00730198855275861	0	0	0	0	0	0.00275923187914236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17:79048000-79050000	0	0.00932320302800512	0	0	0.0130686790514488	0	0	0.0106224429597079	0.00605306602102651	0.00864227708290206	0.0192104002077723	0.00758741067639584	0.00480793243512069	0	0.0161612697721335	0	0.000627898448263938	0	0.00254976347045217	0.00603633958700687	0.00787810715479694	0.00191688217941608	0	0.00265101755315424	0.00236182385081492	0	0.00164843791115982
chr18:7080000-7082000	-0.00474744841437317	0	0	0	-0.0104132625708349	0	-0.00816069161498919	-0.000573597766973082	-0.0125851776507688	0	-0.0117475345897036	-0.015407460293909	0	0	0	-0.00506471552874767	0	0	-0.0048834765114955	-0.00300840325981809	-0.00371367921369628	-0.00286210888395812	0	-0.00706649283370373	-0.00349049876476294	-0.0126748800407961	-0.00398069556581755
chr18:7094000-7096000	-0.0117119487712267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18:13934000-13936000	0	0	0	0	0	0	0	0	0.0103417589609984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18:46962000-46964000	0.0766051694500201	0.0821174804672858	0.073336398748402	0.0719801731080662	0.0761077208508843	0.0777854872438718	0.0551862789833992	0.060249273356069	0.0940700710936271	0.0645854806264332	0.0780224253612755	0.0751274086069569	0.0508878867508371	0.0666664298650794	0.0668348471329829	0.0996168515236963	0.061393571667241	0.0716466903984122	0.0757710093176578	0.0731467215650307	0.0815111492339948	0.078947158423829	0.0662550787298087	0.0821960135873461	0.0748299762840037	0.0866361133657856	0.0760640649640637
chr19:2650000-2652000	0	0	0	0	0	0	0	0	0	0	-0.00274766441900289	-0.0136031172438024	0	0	0	0	-0.0188793013679324	0	0	0	0	0	0	0	0	0	0
chr19:10732000-10734000	0.01771247045306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19:21584000-21586000	0	0	0	0	0	0	0	0	0	0.00772891849454022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19:32676000-32678000	0	0	0.00652486033272865	0.00825314600278628	0	0	0	0.0109761920565489	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161325905570074	0	0	0	0	0
chr19:45540000-45542000	0	0	0	0	0	0.0191425372751543	0	0	0	0	0.0152121578286992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19:47228000-47230000	-0.00246694368663323	-0.0137089957472769	-0.0103925554431038	-0.0240910114364813	-0.00417823997114589	0	-0.00667582360463858	0	0	-0.00449123290782138	0	-0.00189310851299463	0	0	-0.00138420002197078	0	-0.0140328869307841	0	-0.0052365137576035	-0.00527802177298574	-0.0041961133298146	-0.0110840611752027	-0.0103634506649459	-0.00542267048137041	-0.00959607546308673	-0.0013908508123993	-0.00577781290246672
chr19:48874000-48876000	0	0	-0.00999687136096374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00582118771487733	0	0	0	0	0	0	0	0	0
chr19:53196000-53198000	0	0	0	0	0	0	0	0.000677430375774811	0	0	0	0	0	0.0209074070406148	0.00660786648053236	0	0.0242522205130882	0	0	0.000138306455768466	0	0.000406597075883122	0.00800728725267673	0.0036950638993234	0.00237697828729214	0.00621226191372542	0.000621993870733723
chr19:57002000-57004000	-0.0296255099340795	-0.0464174763965727	-0.0425850132045801	-0.0261080243625808	-0.0385152111108983	-0.0469599967502585	-0.0341331301065861	-0.050893723882607	-0.0450757429851541	-0.0480822077465279	-0.0222701562534662	-0.0420023862232896	-0.0269736450455684	-0.0389999306503875	-0.0308768530965526	-0.00689681286406069	-0.0303863788334066	-0.0333714185888195	-0.0457010328978952	-0.0470166144256334	-0.0464465771957429	-0.0545826525516317	-0.0399060038197424	-0.0423976587515474	-0.0456193100492919	-0.0414254369470033	-0.0466262873558358
chr20:3008000-3010000	0	0	0	0	0	0.00350905983489982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170148714106975	0	0	0	0
chr20:5648000-5650000	0.0137961321024719	0.0427438130693745	0.0240646083073335	0.0173388115616388	0.0386379997325605	0.033220754576518	0.0394692672923936	0.0251990938554347	0.0312477032774877	0.0495914517878899	0.0439879075413044	0.0216846836204443	0.0355032293163188	0.0201212470907227	0.0412423532215386	0	0.0159477376978758	0.0456752213106053	0.038712544001426	0.035806716823277	0.0354656585484224	0.0322533840784573	0.029809182194035	0.034170629381946	0.0357837331734943	0.0383096153418921	0.0372750551122803
chr20:8586000-8588000	-0.00155541649904154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:10670000-10672000	0.0229283092059039	0	0	0.00311312244054612	0	0	0.000551347163389945	0.00761269567465113	0.00708153768839131	0	0	0	0	0	0	0	0	0.00507163885458654	0.00102355302678146	0	0.000859920637473286	0	0.00555129810671386	0.00271987629263174	0	0	0.000311929193914911
chr20:30282000-30284000	0.00603230401208684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20:34654000-34656000	0.0366378967186443	0.0538217949430609	0.0485572140262385	0.0487934717371165	0.0451598413339412	0.0409564388268578	0.052736763681372	0.0380763860964419	0.0480657768074418	0.0448525004009263	0.0429092243863451	0.0474764797343347	0.0318396215367891	0.048782037924679	0.0470976796212418	0.0506109485402863	0.0508111916810368	0.0503724908068576	0.0507082110962036	0.0502284835183234	0.0493412623000797	0.053480958502977	0.0496105689009505	0.052659450613791	0.050588468760593	0.0531918794847605	0.0511458446225905
chr20:37104000-37106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0162880610657138	0	0	0	0	0	0	0	0	0	0	0
chr20:58606000-58608000	-0.0155755790200311	-0.0201368766408621	0	0	0	0	0	0	0	0	0	-0.000608090157342507	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000770689997724698	0
chr20:61390000-61392000	0	-0.00237042201603624	0	0	0	0	0	0	0	0	0	0	-0.00296911498594791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:31558000-31560000	0	0.00232597024388724	0.00140927273541938	0	0.0224662871752972	0	0.00986525104921585	0.00216991650510678	0	0	0.0228148799598881	0.00416044603023592	0	0.000940150540510707	0.00687939777965269	0	0	0	0.0060648740775226	0.00597838951305579	0.00535648871217136	0.00747163405857613	0	0.00482204518762888	0.00800261751929798	0.0213294317643025	0.00725109736020035
chr21:35676000-35678000	0	0	0	0	0	0	0	0	0	0	-0.00208361747530239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
